( 1 ,  -1 ,  0  )
( 1106 ,  199 ,  -1305  )
( 1107 ,  199 ,  -1306  )
( 1108 ,  198 ,  -1306  )
( 1108 ,  197 ,  -1305  )
( 1109 ,  197 ,  -1306  )
( 1109 ,  198 ,  -1307  )
( 1110 ,  198 ,  -1308  )
( 1110 ,  199 ,  -1309  )
( 1110 ,  198 ,  -1308  )
( 1111 ,  197 ,  -1308  )
( 1112 ,  197 ,  -1309  )
( 1112 ,  198 ,  -1310  )
( 1113 ,  198 ,  -1311  )
( 1114 ,  198 ,  -1312  )
( 1115 ,  198 ,  -1313  )
( 1116 ,  198 ,  -1314  )
( 1115 ,  198 ,  -1313  )
( 1116 ,  198 ,  -1314  )
( 1117 ,  198 ,  -1315  )
( 1118 ,  198 ,  -1316  )
( 1119 ,  198 ,  -1317  )
( 1120 ,  198 ,  -1318  )
( 1121 ,  198 ,  -1319  )
( 1122 ,  198 ,  -1320  )
( 1123 ,  198 ,  -1321  )
( 1123 ,  199 ,  -1322  )
( 1123 ,  200 ,  -1323  )
( 1123 ,  201 ,  -1324  )
( 1124 ,  201 ,  -1325  )
( 1125 ,  201 ,  -1326  )
( 1125 ,  202 ,  -1327  )
( 1126 ,  202 ,  -1328  )
( 1125 ,  203 ,  -1328  )
( 1126 ,  203 ,  -1329  )
( 1127 ,  203 ,  -1330  )
( 1127 ,  204 ,  -1331  )
( 1126 ,  205 ,  -1331  )
( 1126 ,  204 ,  -1330  )
( 1127 ,  204 ,  -1331  )
( 1127 ,  205 ,  -1332  )
( 1128 ,  205 ,  -1333  )
( 1129 ,  205 ,  -1334  )
( 1130 ,  205 ,  -1335  )
( 1131 ,  205 ,  -1336  )
( 1131 ,  206 ,  -1337  )
( 1132 ,  206 ,  -1338  )
( 1132 ,  205 ,  -1337  )
( 1132 ,  206 ,  -1338  )
( 1132 ,  207 ,  -1339  )
( 1132 ,  208 ,  -1340  )
( 1132 ,  209 ,  -1341  )
( 1133 ,  209 ,  -1342  )
( 1134 ,  209 ,  -1343  )
( 1135 ,  209 ,  -1344  )
( 1135 ,  210 ,  -1345  )
( 1136 ,  210 ,  -1346  )
( 1137 ,  210 ,  -1347  )
( 1138 ,  210 ,  -1348  )
( 1138 ,  211 ,  -1349  )
( 1137 ,  212 ,  -1349  )
( 1137 ,  213 ,  -1350  )
( 1138 ,  213 ,  -1351  )
( 1139 ,  213 ,  -1352  )
( 1139 ,  214 ,  -1353  )
( 1139 ,  215 ,  -1354  )
( 1139 ,  216 ,  -1355  )
( 1140 ,  216 ,  -1356  )
( 1141 ,  216 ,  -1357  )
( 1142 ,  216 ,  -1358  )
( 1143 ,  216 ,  -1359  )
( 1143 ,  215 ,  -1358  )
( 1142 ,  215 ,  -1357  )
( 1142 ,  216 ,  -1358  )
( 1142 ,  217 ,  -1359  )
( 1143 ,  216 ,  -1359  )
( 1143 ,  215 ,  -1358  )
( 1143 ,  216 ,  -1359  )
( 1144 ,  216 ,  -1360  )
( 1144 ,  215 ,  -1359  )
( 1145 ,  215 ,  -1360  )
( 1145 ,  214 ,  -1359  )
( 1145 ,  215 ,  -1360  )
( 1144 ,  215 ,  -1359  )
( 1144 ,  216 ,  -1360  )
( 1144 ,  217 ,  -1361  )
( 1144 ,  218 ,  -1362  )
( 1144 ,  219 ,  -1363  )
( 1144 ,  220 ,  -1364  )
( 1145 ,  220 ,  -1365  )
( 1145 ,  221 ,  -1366  )
( 1145 ,  222 ,  -1367  )
( 1145 ,  223 ,  -1368  )
( 1146 ,  223 ,  -1369  )
( 1147 ,  223 ,  -1370  )
( 1147 ,  224 ,  -1371  )
( 1147 ,  225 ,  -1372  )
( 1147 ,  226 ,  -1373  )
( 1148 ,  225 ,  -1373  )
( 1149 ,  225 ,  -1374  )
( 1149 ,  226 ,  -1375  )
( 1148 ,  226 ,  -1374  )
( 1149 ,  226 ,  -1375  )
( 1150 ,  226 ,  -1376  )
( 1150 ,  227 ,  -1377  )
( 1150 ,  228 ,  -1378  )
( 1150 ,  229 ,  -1379  )
( 1151 ,  229 ,  -1380  )
( 1151 ,  228 ,  -1379  )
( 1151 ,  229 ,  -1380  )
( 1150 ,  229 ,  -1379  )
( 1150 ,  228 ,  -1378  )
( 1150 ,  229 ,  -1379  )
( 1150 ,  230 ,  -1380  )
( 1149 ,  231 ,  -1380  )
( 1148 ,  232 ,  -1380  )
( 1148 ,  233 ,  -1381  )
( 1148 ,  234 ,  -1382  )
( 1149 ,  234 ,  -1383  )
( 1149 ,  235 ,  -1384  )
( 1148 ,  235 ,  -1383  )
( 1148 ,  234 ,  -1382  )
( 1149 ,  234 ,  -1383  )
( 1149 ,  235 ,  -1384  )
( 1150 ,  235 ,  -1385  )
( 1150 ,  236 ,  -1386  )
( 1151 ,  236 ,  -1387  )
( 1152 ,  236 ,  -1388  )
( 1152 ,  237 ,  -1389  )
( 1153 ,  237 ,  -1390  )
( 1154 ,  237 ,  -1391  )
( 1154 ,  236 ,  -1390  )
( 1154 ,  237 ,  -1391  )
( 1153 ,  237 ,  -1390  )
( 1154 ,  236 ,  -1390  )
( 1154 ,  237 ,  -1391  )
( 1155 ,  237 ,  -1392  )
( 1156 ,  237 ,  -1393  )
( 1156 ,  238 ,  -1394  )
( 1156 ,  237 ,  -1393  )
( 1156 ,  238 ,  -1394  )
( 1156 ,  239 ,  -1395  )
( 1155 ,  239 ,  -1394  )
( 1156 ,  238 ,  -1394  )
( 1156 ,  239 ,  -1395  )
( 1156 ,  240 ,  -1396  )
( 1156 ,  241 ,  -1397  )
( 1156 ,  242 ,  -1398  )
( 1156 ,  243 ,  -1399  )
( 1157 ,  243 ,  -1400  )
( 1157 ,  244 ,  -1401  )
( 1156 ,  244 ,  -1400  )
( 1156 ,  245 ,  -1401  )
( 1156 ,  246 ,  -1402  )
( 1156 ,  247 ,  -1403  )
( 1157 ,  247 ,  -1404  )
( 1157 ,  248 ,  -1405  )
( 1157 ,  249 ,  -1406  )
( 1157 ,  250 ,  -1407  )
( 1157 ,  251 ,  -1408  )
( 1157 ,  250 ,  -1407  )
( 1157 ,  251 ,  -1408  )
( 1157 ,  252 ,  -1409  )
( 1157 ,  253 ,  -1410  )
( 1157 ,  254 ,  -1411  )
( 1157 ,  255 ,  -1412  )
( 1157 ,  256 ,  -1413  )
( 1157 ,  257 ,  -1414  )
( 1157 ,  258 ,  -1415  )
( 1156 ,  258 ,  -1414  )
( 1156 ,  259 ,  -1415  )
( 1156 ,  260 ,  -1416  )
( 1157 ,  260 ,  -1417  )
( 1158 ,  260 ,  -1418  )
( 1158 ,  261 ,  -1419  )
( 1158 ,  262 ,  -1420  )
( 1158 ,  263 ,  -1421  )
( 1158 ,  264 ,  -1422  )
( 1159 ,  264 ,  -1423  )
( 1159 ,  265 ,  -1424  )
( 1160 ,  265 ,  -1425  )
( 1159 ,  266 ,  -1425  )
( 1159 ,  267 ,  -1426  )
( 1159 ,  268 ,  -1427  )
( 1159 ,  269 ,  -1428  )
( 1160 ,  268 ,  -1428  )
( 1161 ,  268 ,  -1429  )
( 1161 ,  267 ,  -1428  )
( 1161 ,  268 ,  -1429  )
( 1161 ,  269 ,  -1430  )
( 1161 ,  270 ,  -1431  )
( 1161 ,  271 ,  -1432  )
( 1161 ,  272 ,  -1433  )
( 1161 ,  273 ,  -1434  )
( 1161 ,  274 ,  -1435  )
( 1161 ,  275 ,  -1436  )
( 1162 ,  275 ,  -1437  )
( 1162 ,  276 ,  -1438  )
( 1162 ,  275 ,  -1437  )
( 1162 ,  276 ,  -1438  )
( 1162 ,  277 ,  -1439  )
( 1162 ,  278 ,  -1440  )
( 1162 ,  279 ,  -1441  )
( 1162 ,  280 ,  -1442  )
( 1162 ,  281 ,  -1443  )
( 1162 ,  282 ,  -1444  )
( 1161 ,  283 ,  -1444  )
( 1160 ,  284 ,  -1444  )
( 1160 ,  285 ,  -1445  )
( 1159 ,  286 ,  -1445  )
( 1159 ,  287 ,  -1446  )
( 1159 ,  288 ,  -1447  )
( 1158 ,  288 ,  -1446  )
( 1158 ,  289 ,  -1447  )
( 1158 ,  290 ,  -1448  )
( 1158 ,  291 ,  -1449  )
( 1158 ,  292 ,  -1450  )
( 1159 ,  292 ,  -1451  )
( 1159 ,  293 ,  -1452  )
( 1159 ,  294 ,  -1453  )
( 1159 ,  295 ,  -1454  )
( 1159 ,  296 ,  -1455  )
( 1159 ,  297 ,  -1456  )
( 1159 ,  298 ,  -1457  )
( 1159 ,  299 ,  -1458  )
( 1159 ,  300 ,  -1459  )
( 1160 ,  300 ,  -1460  )
( 1160 ,  301 ,  -1461  )
( 1160 ,  300 ,  -1460  )
( 1160 ,  301 ,  -1461  )
( 1160 ,  302 ,  -1462  )
( 1160 ,  303 ,  -1463  )
( 1160 ,  304 ,  -1464  )
( 1160 ,  305 ,  -1465  )
( 1160 ,  306 ,  -1466  )
( 1160 ,  307 ,  -1467  )
( 1160 ,  308 ,  -1468  )
( 1160 ,  309 ,  -1469  )
( 1159 ,  310 ,  -1469  )
( 1159 ,  309 ,  -1468  )
( 1159 ,  310 ,  -1469  )
( 1159 ,  311 ,  -1470  )
( 1159 ,  312 ,  -1471  )
( 1159 ,  313 ,  -1472  )
( 1159 ,  314 ,  -1473  )
( 1159 ,  315 ,  -1474  )
( 1159 ,  314 ,  -1473  )
( 1159 ,  315 ,  -1474  )
( 1159 ,  316 ,  -1475  )
( 1159 ,  317 ,  -1476  )
( 1160 ,  316 ,  -1476  )
( 1160 ,  317 ,  -1477  )
( 1160 ,  318 ,  -1478  )
( 1160 ,  319 ,  -1479  )
( 1160 ,  318 ,  -1478  )
( 1160 ,  319 ,  -1479  )
( 1160 ,  320 ,  -1480  )
( 1159 ,  321 ,  -1480  )
( 1159 ,  322 ,  -1481  )
( 1159 ,  323 ,  -1482  )
( 1159 ,  324 ,  -1483  )
( 1159 ,  325 ,  -1484  )
( 1159 ,  326 ,  -1485  )
( 1159 ,  327 ,  -1486  )
( 1159 ,  328 ,  -1487  )
( 1159 ,  329 ,  -1488  )
( 1160 ,  328 ,  -1488  )
( 1159 ,  329 ,  -1488  )
( 1159 ,  330 ,  -1489  )
( 1160 ,  330 ,  -1490  )
( 1160 ,  329 ,  -1489  )
( 1160 ,  330 ,  -1490  )
( 1161 ,  330 ,  -1491  )
( 1161 ,  331 ,  -1492  )
( 1161 ,  332 ,  -1493  )
( 1161 ,  333 ,  -1494  )
( 1161 ,  334 ,  -1495  )
( 1160 ,  335 ,  -1495  )
( 1160 ,  336 ,  -1496  )
( 1160 ,  337 ,  -1497  )
( 1160 ,  338 ,  -1498  )
( 1161 ,  338 ,  -1499  )
( 1160 ,  339 ,  -1499  )
( 1159 ,  339 ,  -1498  )
( 1159 ,  340 ,  -1499  )
( 1159 ,  341 ,  -1500  )
( 1159 ,  342 ,  -1501  )
( 1159 ,  341 ,  -1500  )
( 1159 ,  342 ,  -1501  )
( 1158 ,  343 ,  -1501  )
( 1157 ,  343 ,  -1500  )
( 1158 ,  342 ,  -1500  )
( 1158 ,  343 ,  -1501  )
( 1158 ,  344 ,  -1502  )
( 1157 ,  344 ,  -1501  )
( 1158 ,  343 ,  -1501  )
( 1158 ,  344 ,  -1502  )
( 1159 ,  344 ,  -1503  )
( 1159 ,  345 ,  -1504  )
( 1159 ,  346 ,  -1505  )
( 1158 ,  346 ,  -1504  )
( 1157 ,  347 ,  -1504  )
( 1157 ,  348 ,  -1505  )
( 1158 ,  348 ,  -1506  )
( 1157 ,  348 ,  -1505  )
( 1157 ,  349 ,  -1506  )
( 1156 ,  350 ,  -1506  )
( 1156 ,  351 ,  -1507  )
( 1156 ,  352 ,  -1508  )
( 1156 ,  353 ,  -1509  )
( 1156 ,  354 ,  -1510  )
( 1155 ,  355 ,  -1510  )
( 1155 ,  356 ,  -1511  )
( 1155 ,  357 ,  -1512  )
( 1154 ,  358 ,  -1512  )
( 1154 ,  359 ,  -1513  )
( 1153 ,  360 ,  -1513  )
( 1153 ,  361 ,  -1514  )
( 1153 ,  362 ,  -1515  )
( 1152 ,  363 ,  -1515  )
( 1152 ,  364 ,  -1516  )
( 1152 ,  365 ,  -1517  )
( 1151 ,  366 ,  -1517  )
( 1150 ,  367 ,  -1517  )
( 1150 ,  368 ,  -1518  )
( 1150 ,  369 ,  -1519  )
( 1150 ,  370 ,  -1520  )
( 1149 ,  370 ,  -1519  )
( 1149 ,  371 ,  -1520  )
( 1149 ,  372 ,  -1521  )
( 1149 ,  373 ,  -1522  )
( 1150 ,  373 ,  -1523  )
( 1150 ,  374 ,  -1524  )
( 1150 ,  375 ,  -1525  )
( 1150 ,  376 ,  -1526  )
( 1149 ,  377 ,  -1526  )
( 1149 ,  378 ,  -1527  )
( 1148 ,  378 ,  -1526  )
( 1148 ,  379 ,  -1527  )
( 1148 ,  380 ,  -1528  )
( 1148 ,  381 ,  -1529  )
( 1148 ,  382 ,  -1530  )
( 1147 ,  383 ,  -1530  )
( 1146 ,  384 ,  -1530  )
( 1146 ,  385 ,  -1531  )
( 1146 ,  386 ,  -1532  )
( 1146 ,  387 ,  -1533  )
( 1146 ,  388 ,  -1534  )
( 1146 ,  387 ,  -1533  )
( 1145 ,  387 ,  -1532  )
( 1145 ,  388 ,  -1533  )
( 1145 ,  389 ,  -1534  )
( 1144 ,  390 ,  -1534  )
( 1144 ,  391 ,  -1535  )
( 1144 ,  390 ,  -1534  )
( 1143 ,  391 ,  -1534  )
( 1143 ,  392 ,  -1535  )
( 1143 ,  393 ,  -1536  )
( 1143 ,  394 ,  -1537  )
( 1143 ,  395 ,  -1538  )
( 1143 ,  396 ,  -1539  )
( 1142 ,  397 ,  -1539  )
( 1142 ,  398 ,  -1540  )
( 1141 ,  399 ,  -1540  )
( 1140 ,  400 ,  -1540  )
( 1139 ,  401 ,  -1540  )
( 1140 ,  400 ,  -1540  )
( 1139 ,  401 ,  -1540  )
( 1139 ,  402 ,  -1541  )
( 1140 ,  402 ,  -1542  )
( 1140 ,  403 ,  -1543  )
( 1139 ,  404 ,  -1543  )
( 1139 ,  405 ,  -1544  )
( 1139 ,  406 ,  -1545  )
( 1140 ,  405 ,  -1545  )
( 1141 ,  404 ,  -1545  )
( 1141 ,  405 ,  -1546  )
( 1140 ,  406 ,  -1546  )
( 1140 ,  407 ,  -1547  )
( 1139 ,  408 ,  -1547  )
( 1138 ,  408 ,  -1546  )
( 1137 ,  409 ,  -1546  )
( 1136 ,  409 ,  -1545  )
( 1136 ,  410 ,  -1546  )
( 1136 ,  409 ,  -1545  )
( 1137 ,  408 ,  -1545  )
( 1137 ,  409 ,  -1546  )
( 1137 ,  410 ,  -1547  )
( 1137 ,  411 ,  -1548  )
( 1137 ,  412 ,  -1549  )
( 1137 ,  413 ,  -1550  )
( 1137 ,  414 ,  -1551  )
( 1136 ,  415 ,  -1551  )
( 1136 ,  416 ,  -1552  )
( 1135 ,  416 ,  -1551  )
( 1136 ,  415 ,  -1551  )
( 1136 ,  416 ,  -1552  )
( 1135 ,  417 ,  -1552  )
( 1135 ,  418 ,  -1553  )
( 1136 ,  418 ,  -1554  )
( 1136 ,  419 ,  -1555  )
( 1136 ,  420 ,  -1556  )
( 1135 ,  421 ,  -1556  )
( 1135 ,  422 ,  -1557  )
( 1134 ,  423 ,  -1557  )
( 1135 ,  422 ,  -1557  )
( 1136 ,  422 ,  -1558  )
( 1136 ,  421 ,  -1557  )
( 1136 ,  422 ,  -1558  )
( 1136 ,  421 ,  -1557  )
( 1135 ,  422 ,  -1557  )
( 1135 ,  423 ,  -1558  )
( 1135 ,  424 ,  -1559  )
( 1135 ,  423 ,  -1558  )
( 1134 ,  424 ,  -1558  )
( 1134 ,  425 ,  -1559  )
( 1133 ,  426 ,  -1559  )
( 1132 ,  427 ,  -1559  )
( 1132 ,  426 ,  -1558  )
( 1131 ,  427 ,  -1558  )
( 1130 ,  428 ,  -1558  )
( 1129 ,  429 ,  -1558  )
( 1129 ,  430 ,  -1559  )
( 1128 ,  431 ,  -1559  )
( 1128 ,  430 ,  -1558  )
( 1127 ,  431 ,  -1558  )
( 1127 ,  432 ,  -1559  )
( 1127 ,  433 ,  -1560  )
( 1127 ,  432 ,  -1559  )
( 1127 ,  431 ,  -1558  )
( 1126 ,  432 ,  -1558  )
( 1126 ,  433 ,  -1559  )
( 1125 ,  434 ,  -1559  )
( 1125 ,  435 ,  -1560  )
( 1124 ,  436 ,  -1560  )
( 1123 ,  437 ,  -1560  )
( 1123 ,  436 ,  -1559  )
( 1122 ,  437 ,  -1559  )
( 1121 ,  438 ,  -1559  )
( 1121 ,  439 ,  -1560  )
( 1120 ,  440 ,  -1560  )
( 1120 ,  441 ,  -1561  )
( 1119 ,  442 ,  -1561  )
( 1119 ,  443 ,  -1562  )
( 1118 ,  443 ,  -1561  )
( 1118 ,  444 ,  -1562  )
( 1117 ,  445 ,  -1562  )
( 1117 ,  446 ,  -1563  )
( 1116 ,  447 ,  -1563  )
( 1115 ,  448 ,  -1563  )
( 1115 ,  449 ,  -1564  )
( 1114 ,  450 ,  -1564  )
( 1113 ,  451 ,  -1564  )
( 1112 ,  452 ,  -1564  )
( 1112 ,  453 ,  -1565  )
( 1111 ,  454 ,  -1565  )
( 1111 ,  455 ,  -1566  )
( 1111 ,  454 ,  -1565  )
( 1110 ,  455 ,  -1565  )
( 1109 ,  456 ,  -1565  )
( 1110 ,  456 ,  -1566  )
( 1109 ,  457 ,  -1566  )
( 1108 ,  458 ,  -1566  )
( 1108 ,  459 ,  -1567  )
( 1108 ,  460 ,  -1568  )
( 1109 ,  459 ,  -1568  )
( 1108 ,  460 ,  -1568  )
( 1108 ,  461 ,  -1569  )
( 1107 ,  462 ,  -1569  )
( 1107 ,  463 ,  -1570  )
( 1107 ,  464 ,  -1571  )
( 1107 ,  465 ,  -1572  )
( 1107 ,  466 ,  -1573  )
( 1106 ,  467 ,  -1573  )
( 1106 ,  468 ,  -1574  )
( 1107 ,  467 ,  -1574  )
( 1106 ,  468 ,  -1574  )
( 1106 ,  469 ,  -1575  )
( 1105 ,  470 ,  -1575  )
( 1104 ,  470 ,  -1574  )
( 1103 ,  471 ,  -1574  )
( 1102 ,  472 ,  -1574  )
( 1102 ,  473 ,  -1575  )
( 1101 ,  474 ,  -1575  )
( 1101 ,  475 ,  -1576  )
( 1100 ,  476 ,  -1576  )
( 1099 ,  476 ,  -1575  )
( 1098 ,  477 ,  -1575  )
( 1097 ,  478 ,  -1575  )
( 1097 ,  479 ,  -1576  )
( 1097 ,  480 ,  -1577  )
( 1096 ,  481 ,  -1577  )
( 1095 ,  482 ,  -1577  )
( 1094 ,  483 ,  -1577  )
( 1094 ,  484 ,  -1578  )
( 1093 ,  485 ,  -1578  )
( 1092 ,  486 ,  -1578  )
( 1091 ,  487 ,  -1578  )
( 1092 ,  487 ,  -1579  )
( 1091 ,  488 ,  -1579  )
( 1090 ,  489 ,  -1579  )
( 1090 ,  490 ,  -1580  )
( 1089 ,  491 ,  -1580  )
( 1088 ,  492 ,  -1580  )
( 1087 ,  493 ,  -1580  )
( 1086 ,  494 ,  -1580  )
( 1085 ,  495 ,  -1580  )
( 1084 ,  496 ,  -1580  )
( 1083 ,  497 ,  -1580  )
( 1082 ,  498 ,  -1580  )
( 1081 ,  499 ,  -1580  )
( 1080 ,  500 ,  -1580  )
( 1079 ,  501 ,  -1580  )
( 1080 ,  500 ,  -1580  )
( 1079 ,  501 ,  -1580  )
( 1079 ,  502 ,  -1581  )
( 1079 ,  503 ,  -1582  )
( 1078 ,  504 ,  -1582  )
( 1077 ,  505 ,  -1582  )
( 1076 ,  506 ,  -1582  )
( 1075 ,  507 ,  -1582  )
( 1074 ,  508 ,  -1582  )
( 1074 ,  509 ,  -1583  )
( 1073 ,  510 ,  -1583  )
( 1072 ,  510 ,  -1582  )
( 1071 ,  510 ,  -1581  )
( 1070 ,  511 ,  -1581  )
( 1069 ,  512 ,  -1581  )
( 1069 ,  511 ,  -1580  )
( 1069 ,  512 ,  -1581  )
( 1068 ,  512 ,  -1580  )
( 1068 ,  513 ,  -1581  )
( 1067 ,  514 ,  -1581  )
( 1066 ,  515 ,  -1581  )
( 1066 ,  516 ,  -1582  )
( 1065 ,  517 ,  -1582  )
( 1066 ,  516 ,  -1582  )
( 1065 ,  517 ,  -1582  )
( 1065 ,  518 ,  -1583  )
( 1065 ,  519 ,  -1584  )
( 1064 ,  520 ,  -1584  )
( 1064 ,  519 ,  -1583  )
( 1064 ,  520 ,  -1584  )
( 1063 ,  521 ,  -1584  )
( 1063 ,  522 ,  -1585  )
( 1062 ,  523 ,  -1585  )
( 1061 ,  524 ,  -1585  )
( 1060 ,  525 ,  -1585  )
( 1061 ,  525 ,  -1586  )
( 1060 ,  526 ,  -1586  )
( 1059 ,  527 ,  -1586  )
( 1059 ,  528 ,  -1587  )
( 1058 ,  529 ,  -1587  )
( 1057 ,  530 ,  -1587  )
( 1056 ,  531 ,  -1587  )
( 1056 ,  532 ,  -1588  )
( 1055 ,  533 ,  -1588  )
( 1054 ,  534 ,  -1588  )
( 1053 ,  535 ,  -1588  )
( 1052 ,  536 ,  -1588  )
( 1051 ,  537 ,  -1588  )
( 1051 ,  538 ,  -1589  )
( 1050 ,  538 ,  -1588  )
( 1049 ,  539 ,  -1588  )
( 1048 ,  540 ,  -1588  )
( 1049 ,  539 ,  -1588  )
( 1048 ,  540 ,  -1588  )
( 1047 ,  541 ,  -1588  )
( 1046 ,  542 ,  -1588  )
( 1046 ,  543 ,  -1589  )
( 1045 ,  544 ,  -1589  )
( 1046 ,  544 ,  -1590  )
( 1045 ,  545 ,  -1590  )
( 1044 ,  546 ,  -1590  )
( 1045 ,  545 ,  -1590  )
( 1044 ,  546 ,  -1590  )
( 1043 ,  547 ,  -1590  )
( 1043 ,  548 ,  -1591  )
( 1044 ,  548 ,  -1592  )
( 1043 ,  549 ,  -1592  )
( 1042 ,  550 ,  -1592  )
( 1042 ,  551 ,  -1593  )
( 1041 ,  552 ,  -1593  )
( 1041 ,  553 ,  -1594  )
( 1040 ,  554 ,  -1594  )
( 1039 ,  555 ,  -1594  )
( 1038 ,  556 ,  -1594  )
( 1038 ,  557 ,  -1595  )
( 1039 ,  557 ,  -1596  )
( 1038 ,  558 ,  -1596  )
( 1037 ,  559 ,  -1596  )
( 1037 ,  558 ,  -1595  )
( 1037 ,  557 ,  -1594  )
( 1036 ,  558 ,  -1594  )
( 1037 ,  557 ,  -1594  )
( 1036 ,  558 ,  -1594  )
( 1037 ,  558 ,  -1595  )
( 1036 ,  559 ,  -1595  )
( 1035 ,  560 ,  -1595  )
( 1034 ,  561 ,  -1595  )
( 1033 ,  562 ,  -1595  )
( 1033 ,  561 ,  -1594  )
( 1032 ,  562 ,  -1594  )
( 1031 ,  563 ,  -1594  )
( 1031 ,  564 ,  -1595  )
( 1030 ,  565 ,  -1595  )
( 1029 ,  566 ,  -1595  )
( 1028 ,  567 ,  -1595  )
( 1027 ,  568 ,  -1595  )
( 1026 ,  569 ,  -1595  )
( 1025 ,  570 ,  -1595  )
( 1024 ,  571 ,  -1595  )
( 1023 ,  572 ,  -1595  )
( 1022 ,  573 ,  -1595  )
( 1021 ,  574 ,  -1595  )
( 1020 ,  575 ,  -1595  )
( 1019 ,  576 ,  -1595  )
( 1018 ,  577 ,  -1595  )
( 1017 ,  577 ,  -1594  )
( 1016 ,  578 ,  -1594  )
( 1015 ,  579 ,  -1594  )
( 1014 ,  580 ,  -1594  )
( 1013 ,  581 ,  -1594  )
( 1012 ,  582 ,  -1594  )
( 1013 ,  582 ,  -1595  )
( 1012 ,  583 ,  -1595  )
( 1013 ,  582 ,  -1595  )
( 1012 ,  583 ,  -1595  )
( 1013 ,  583 ,  -1596  )
( 1012 ,  584 ,  -1596  )
( 1011 ,  585 ,  -1596  )
( 1010 ,  586 ,  -1596  )
( 1009 ,  587 ,  -1596  )
( 1008 ,  588 ,  -1596  )
( 1008 ,  587 ,  -1595  )
( 1007 ,  588 ,  -1595  )
( 1007 ,  589 ,  -1596  )
( 1006 ,  590 ,  -1596  )
( 1005 ,  591 ,  -1596  )
( 1006 ,  590 ,  -1596  )
( 1005 ,  591 ,  -1596  )
( 1004 ,  592 ,  -1596  )
( 1003 ,  593 ,  -1596  )
( 1002 ,  593 ,  -1595  )
( 1001 ,  594 ,  -1595  )
( 1000 ,  595 ,  -1595  )
( 999 ,  596 ,  -1595  )
( 998 ,  597 ,  -1595  )
( 997 ,  597 ,  -1594  )
( 996 ,  597 ,  -1593  )
( 995 ,  598 ,  -1593  )
( 994 ,  599 ,  -1593  )
( 993 ,  600 ,  -1593  )
( 992 ,  601 ,  -1593  )
( 991 ,  602 ,  -1593  )
( 992 ,  601 ,  -1593  )
( 991 ,  602 ,  -1593  )
( 990 ,  603 ,  -1593  )
( 990 ,  604 ,  -1594  )
( 989 ,  605 ,  -1594  )
( 988 ,  606 ,  -1594  )
( 987 ,  607 ,  -1594  )
( 986 ,  608 ,  -1594  )
( 985 ,  608 ,  -1593  )
( 985 ,  607 ,  -1592  )
( 984 ,  608 ,  -1592  )
( 983 ,  609 ,  -1592  )
( 982 ,  610 ,  -1592  )
( 983 ,  609 ,  -1592  )
( 982 ,  610 ,  -1592  )
( 981 ,  610 ,  -1591  )
( 982 ,  609 ,  -1591  )
( 981 ,  610 ,  -1591  )
( 982 ,  609 ,  -1591  )
( 981 ,  610 ,  -1591  )
( 980 ,  611 ,  -1591  )
( 979 ,  612 ,  -1591  )
( 978 ,  613 ,  -1591  )
( 977 ,  614 ,  -1591  )
( 976 ,  615 ,  -1591  )
( 975 ,  616 ,  -1591  )
( 974 ,  617 ,  -1591  )
( 973 ,  618 ,  -1591  )
( 972 ,  619 ,  -1591  )
( 971 ,  620 ,  -1591  )
( 970 ,  621 ,  -1591  )
( 969 ,  622 ,  -1591  )
( 970 ,  622 ,  -1592  )
( 969 ,  622 ,  -1591  )
( 968 ,  623 ,  -1591  )
( 967 ,  624 ,  -1591  )
( 966 ,  625 ,  -1591  )
( 965 ,  626 ,  -1591  )
( 964 ,  626 ,  -1590  )
( 963 ,  627 ,  -1590  )
( 963 ,  626 ,  -1589  )
( 964 ,  625 ,  -1589  )
( 963 ,  625 ,  -1588  )
( 962 ,  626 ,  -1588  )
( 961 ,  627 ,  -1588  )
( 960 ,  628 ,  -1588  )
( 959 ,  629 ,  -1588  )
( 958 ,  630 ,  -1588  )
( 957 ,  631 ,  -1588  )
( 958 ,  631 ,  -1589  )
( 957 ,  632 ,  -1589  )
( 956 ,  633 ,  -1589  )
( 955 ,  634 ,  -1589  )
( 954 ,  635 ,  -1589  )
( 953 ,  636 ,  -1589  )
( 952 ,  637 ,  -1589  )
( 952 ,  638 ,  -1590  )
( 951 ,  638 ,  -1589  )
( 950 ,  639 ,  -1589  )
( 949 ,  640 ,  -1589  )
( 948 ,  641 ,  -1589  )
( 947 ,  642 ,  -1589  )
( 946 ,  643 ,  -1589  )
( 947 ,  643 ,  -1590  )
( 946 ,  644 ,  -1590  )
( 945 ,  645 ,  -1590  )
( 944 ,  646 ,  -1590  )
( 943 ,  647 ,  -1590  )
( 942 ,  648 ,  -1590  )
( 941 ,  649 ,  -1590  )
( 940 ,  650 ,  -1590  )
( 939 ,  651 ,  -1590  )
( 938 ,  652 ,  -1590  )
( 937 ,  653 ,  -1590  )
( 936 ,  654 ,  -1590  )
( 935 ,  655 ,  -1590  )
( 935 ,  654 ,  -1589  )
( 934 ,  655 ,  -1589  )
( 933 ,  656 ,  -1589  )
( 932 ,  656 ,  -1588  )
( 933 ,  656 ,  -1589  )
( 934 ,  656 ,  -1590  )
( 933 ,  656 ,  -1589  )
( 933 ,  657 ,  -1590  )
( 932 ,  658 ,  -1590  )
( 931 ,  659 ,  -1590  )
( 930 ,  660 ,  -1590  )
